tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,ground_truth_intent,ground_truth_escalate,ground_truth_reason,split
200011,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! In the Alexa app, go to More > Settings > Music & Podcasts, unlink Spotify, and re-link your account. A quick router reboot also helps refresh the handshake!",,200010,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200012,user_10006,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares your app is literally trash. Worst update in history. Canceling my sub and going to Apple Music!,200013,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200013,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,You're very welcome! We're always here to help. Enjoy the tunes and have a fantastic weekend! 🎶,,200012,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200014,user_10007,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my student verification failed through SheerID even though I uploaded my enrollment letter.,200015,,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200015,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hey! All Family Plan members must reside at the exact same physical address. Make sure she types the address exactly character-for-character as shown in the plan manager's account page.,,200014,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200016,user_10008,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my songs keep pausing after 10 seconds on my iPhone 14 Android 14.,200017,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200017,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Oh no! Could you check if your web player at open.spotify.com behaves the same way? If it only happens in the app, clearing cache in Settings > Storage usually does the trick.",,200016,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200018,user_10009,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares who designs your UI? Fire them immediately, this update gave me a headache.",200019,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200019,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We appreciate the candid feedback and are always sharing user impressions with our design team. Let us know if a specific feature is causing trouble.,,200018,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200020,user_10010,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares why can't I swipe to queue songs anymore on Android? That was the best feature.,200021,,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200021,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Oh no! Try restarting your iPhone 14 and clearing cache in Settings > Storage > Clear Cache. If that doesn't fix the search bar, a clean reinstall will refresh the index.",,200020,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200022,user_10011,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my downloaded songs for offline mode are completely gone after the new update.,200023,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200023,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Thanks for reporting! Try disabling 'Hardware Acceleration' in Spotify Settings > Show Advanced Settings. Then restart the app and see if the audio clears up.,,200022,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200024,user_10012,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares who designs your UI? Fire them immediately, this update gave me a headache.",200025,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200025,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,You're very welcome! We're always here to help. Enjoy the tunes and have a fantastic weekend! 🎶,,200024,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200026,user_10013,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares app keeps crashing every time I open my downloaded playlist offline on iPad Pro.,200027,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200027,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! This usually happens due to battery optimization. Go to iPad Pro Settings > Apps > Spotify > Battery, and set it to 'Unrestricted'. That should prevent it from going to sleep.",,200026,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200028,user_10014,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares music stops playing every time my screen locks on Pixel 8.,200029,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200029,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey there! Let's try performing a clean reinstall. Head to Settings > Storage > Clear Cache, delete the app, restart your Pixel 8, and reinstall. Let us know if that fixes it!",,200028,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200030,user_10015,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares bluetooth in my car disconnects every 3 minutes only when playing Spotify.,200031,,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200031,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi! Some Sonos devices only communicate over 2.4GHz. Check if your router separates 2.4GHz and 5GHz bands, and make sure Local Network access is enabled in your Settings > Spotify.",,200030,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200032,user_10016,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares I think my account was hacked. There is random foreign music in my Recently Played.,200033,,account_access,True,SECURITY_RISK,TRAIN
200033,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We take account security very seriously! Please send us a DM immediately with your original email and receipt of purchase so our security team can lock and restore your account.,,200032,account_access,True,SECURITY_RISK,TRAIN
200034,user_10017,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares clean versions of rap songs keep playing even though I turned 'Allow Explicit Content' ON in settings.,200035,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200035,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi there! If you are on a Family Plan, make sure the Plan Manager hasn't toggled explicit content off for your sub-account in their Family settings.",,200034,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200036,user_10018,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares trying to add my family member to our Spotify Family Plan but it says her address doesn't match.,200037,,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200037,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi! SheerID requires the document to clearly display your full name, university name, and an issue date within the current academic term. Check out support.spotify.com/article/student-discount/ for details.",,200036,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200038,user_10019,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares HELP! Someone changed the email on my account and I'm locked out.,200039,,account_access,True,SECURITY_RISK,TRAIN
200039,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Let's secure your account! Log in to your account page on spotify.com, click 'Sign out everywhere', and change your password right away. If you need more help, DM us.",,200038,account_access,True,SECURITY_RISK,TRAIN
200040,user_10020,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares music stops playing every time my screen locks on Windows 11 PC.,200041,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200041,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi! Downloads can be removed if you switch offline mode off for over 30 days or reinstall the app. Try toggling Offline Mode off and on in Settings > Playback, then re-download over WiFi.",,200040,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200042,user_10021,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares stuck in a login loop. I enter my credentials, it says success, and kicks me back to login on Windows 11 PC.",200043,,account_access,True,SECURITY_RISK,TRAIN
200043,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! Try clearing cookies and cache on your default mobile browser (Safari/Chrome), as the app uses browser webviews for authentication tokens.",,200042,account_access,True,SECURITY_RISK,TRAIN
200044,user_10022,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares I think my account was hacked. There is random foreign music in my Recently Played.,200045,,account_access,True,SECURITY_RISK,TRAIN
200045,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi there. Make sure the email you entered matches the one on file. If you originally signed up via Facebook or Apple ID, use those buttons on the login screen instead!",,200044,account_access,True,SECURITY_RISK,TRAIN
200046,user_10023,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares why did you remove the entire discography of this indie artist today?,200047,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200047,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hey! It can take a short while for newly published podcast episodes to propagate across all CDN servers. Try clearing your app cache and checking again in 30 minutes.,,200046,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200048,user_10024,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares trying to add my family member to our Spotify Family Plan but it says her address doesn't match.,200049,,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200049,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hey! All Family Plan members must reside at the exact same physical address. Make sure she types the address exactly character-for-character as shown in the plan manager's account page.,,200048,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200050,user_10025,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my songs keep pausing after 10 seconds on my iPhone 15 Pro iOS 16.5.,200051,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200051,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey there! Let's try performing a clean reinstall. Head to Settings > Storage > Clear Cache, delete the app, restart your iPhone 15 Pro, and reinstall. Let us know if that fixes it!",,200050,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200052,user_10026,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares love the new Wrapped statistics! Best feature of the year by far ❤️,200053,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200053,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"We're really sorry to hear you're frustrated. If there's a specific issue or bug you're experiencing, let us know and we'd love to help troubleshoot.",,200052,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200054,user_10027,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares a podcast episode that came out an hour ago won't load or play on MacBook Pro.,200055,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200055,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hi! Content availability is managed directly by artists and their record labels or distributors. We hope to make their music available again soon!,,200054,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200056,user_10028,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares where did the lyrics button go on iPad Pro? It disappeared from the Now Playing screen yesterday!,200057,,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200057,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Oh no! Try restarting your iPad Pro and clearing cache in Settings > Storage > Clear Cache. If that doesn't fix the search bar, a clean reinstall will refresh the index.",,200056,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200058,user_10029,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares who designs your UI? Fire them immediately, this update gave me a headache.",200059,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200059,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"We're really sorry to hear you're frustrated. If there's a specific issue or bug you're experiencing, let us know and we'd love to help troubleshoot.",,200058,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200060,user_10030,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares stuck in a login loop. I enter my credentials, it says success, and kicks me back to login on Windows 11 PC.",200061,,account_access,True,SECURITY_RISK,TRAIN
200061,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We take account security very seriously! Please send us a DM immediately with your original email and receipt of purchase so our security team can lock and restore your account.,,200060,account_access,True,SECURITY_RISK,TRAIN
200062,user_10031,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares clean versions of rap songs keep playing even though I turned 'Allow Explicit Content' ON in settings.,200063,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200063,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! When songs appear greyed out, it is typically due to regional licensing agreements or changes by the rights holders. If you have 'Show unplayable songs' turned on in Settings, that highlights tracks currently restricted.",,200062,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200064,user_10032,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares thanks for helping me fix my playlist yesterday, you guys rock! Have a great weekend!",200065,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200065,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,You're very welcome! We're always here to help. Enjoy the tunes and have a fantastic weekend! 🎶,,200064,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200066,user_10033,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares why are half the songs on this album greyed out and unplayable for me?,200067,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200067,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hi! Content availability is managed directly by artists and their record labels or distributors. We hope to make their music available again soon!,,200066,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200068,user_10034,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares audio is crackling and stuttering through my headphones on iPhone 15 Pro app.,200069,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200069,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Thanks for reporting! Try disabling 'Hardware Acceleration' in Spotify Settings > Show Advanced Settings. Then restart the app and see if the audio clears up.,,200068,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200070,user_10035,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares someone accessed my account from Russia and deleted all my curated playlists!,200071,,account_access,True,SECURITY_RISK,TRAIN
200071,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We take account security very seriously! Please send us a DM immediately with your original email and receipt of purchase so our security team can lock and restore your account.,,200070,account_access,True,SECURITY_RISK,TRAIN
200072,user_10036,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares your app is literally trash. Worst update in history. Canceling my sub and going to Apple Music!,200073,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200073,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,You're very welcome! We're always here to help. Enjoy the tunes and have a fantastic weekend! 🎶,,200072,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200074,user_10037,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares clean versions of rap songs keep playing even though I turned 'Allow Explicit Content' ON in settings.,200075,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200075,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hi! Content availability is managed directly by artists and their record labels or distributors. We hope to make their music available again soon!,,200074,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200076,user_10038,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares Spotify Connect can't find my Sonos speakers even though we are on the exact same WiFi network.,200077,,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200077,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi! Some Sonos devices only communicate over 2.4GHz. Check if your router separates 2.4GHz and 5GHz bands, and make sure Local Network access is enabled in your Settings > Spotify.",,200076,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200078,user_10039,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares bluetooth in my car disconnects every 3 minutes only when playing Spotify.,200079,,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200079,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! In the Alexa app, go to More > Settings > Music & Podcasts, unlink Spotify, and re-link your account. A quick router reboot also helps refresh the handshake!",,200078,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200080,user_10040,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares music stops playing every time my screen locks on iPhone 14.,200081,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200081,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! This usually happens due to battery optimization. Go to iPhone 14 Settings > Apps > Spotify > Battery, and set it to 'Unrestricted'. That should prevent it from going to sleep.",,200080,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200082,user_10041,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my downloaded songs for offline mode are completely gone after the new update.,200083,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200083,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi! Downloads can be removed if you switch offline mode off for over 30 days or reinstall the app. Try toggling Offline Mode off and on in Settings > Playback, then re-download over WiFi.",,200082,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200084,user_10042,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares HELP! Someone changed the email on my account and I'm locked out.,200085,,account_access,True,SECURITY_RISK,TRAIN
200085,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We take account security very seriously! Please send us a DM immediately with your original email and receipt of purchase so our security team can lock and restore your account.,,200084,account_access,True,SECURITY_RISK,TRAIN
200086,user_10043,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares HELP! Someone changed the email on my account and I'm locked out.,200087,,account_access,True,SECURITY_RISK,TRAIN
200087,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We take account security very seriously! Please send us a DM immediately with your original email and receipt of purchase so our security team can lock and restore your account.,,200086,account_access,True,SECURITY_RISK,TRAIN
200088,user_10044,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares my downloaded songs for offline mode are completely gone after the new update.,200089,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200089,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! This usually happens due to battery optimization. Go to Samsung S23 Settings > Apps > Spotify > Battery, and set it to 'Unrestricted'. That should prevent it from going to sleep.",,200088,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200090,user_10045,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares someone accessed my account from Russia and deleted all my curated playlists!,200091,,account_access,True,SECURITY_RISK,TRAIN
200091,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi there. Make sure the email you entered matches the one on file. If you originally signed up via Facebook or Apple ID, use those buttons on the login screen instead!",,200090,account_access,True,SECURITY_RISK,TRAIN
200092,user_10046,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares a podcast episode that came out an hour ago won't load or play on iPad Pro.,200093,,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200093,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hi there! If you are on a Family Plan, make sure the Plan Manager hasn't toggled explicit content off for your sub-account in their Family settings.",,200092,content_availability,False,STANDARD_TROUBLESHOOTING,TRAIN
200094,user_10047,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares love the new Wrapped statistics! Best feature of the year by far ❤️,200095,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200095,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,You're very welcome! We're always here to help. Enjoy the tunes and have a fantastic weekend! 🎶,,200094,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200096,user_10048,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares why can't I swipe to queue songs anymore on Android? That was the best feature.,200097,,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200097,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Hey! Swipe down slightly at the top of your Liked Songs playlist to reveal the search and 'Sort' bar. Tap 'Sort' and pick 'Artist' from the list.,,200096,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200098,user_10049,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares Spotify won't show up on my Apple CarPlay screen anymore after updating iPhone 14.,200099,,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200099,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! On your iPhone 14, go to Settings > General > CarPlay, select your vehicle, and check if Spotify is listed under customized apps. Also try restarting your car head unit.",,200098,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200100,user_10050,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares how do I sort my Liked Songs playlist by artist on iPhone 15 Pro? Can't find the filter option.,200101,,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200101,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! Lyrics are provided via Musixmatch and availability varies by track and territory. If lyrics are missing across all songs, try logging out and logging back in to refresh your app data.",,200100,app_ui_features,False,STANDARD_TROUBLESHOOTING,TRAIN
200102,user_10051,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares someone accessed my account from Russia and deleted all my curated playlists!,200103,,account_access,True,SECURITY_RISK,TRAIN
200103,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! Try clearing cookies and cache on your default mobile browser (Safari/Chrome), as the app uses browser webviews for authentication tokens.",,200102,account_access,True,SECURITY_RISK,TRAIN
200104,user_10052,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares I think my account was hacked. There is random foreign music in my Recently Played.,200105,,account_access,True,SECURITY_RISK,TRAIN
200105,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! Try clearing cookies and cache on your default mobile browser (Safari/Chrome), as the app uses browser webviews for authentication tokens.",,200104,account_access,True,SECURITY_RISK,TRAIN
200106,user_10053,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares Spotify won't show up on my Apple CarPlay screen anymore after updating Windows 11 PC.,200107,,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200107,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! On your Windows 11 PC, go to Settings > General > CarPlay, select your vehicle, and check if Spotify is listed under customized apps. Also try restarting your car head unit.",,200106,device_connectivity,False,STANDARD_TROUBLESHOOTING,TRAIN
200108,user_10054,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares your app is literally trash. Worst update in history. Canceling my sub and going to Apple Music!,200109,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200109,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"We're really sorry to hear you're frustrated. If there's a specific issue or bug you're experiencing, let us know and we'd love to help troubleshoot.",,200108,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200110,user_10055,True,Wed Nov 08 12:00:00 +0000 2023,"@SpotifyCares stuck in a login loop. I enter my credentials, it says success, and kicks me back to login on Pixel 8.",200111,,account_access,True,SECURITY_RISK,TRAIN
200111,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"Hey! Try clearing cookies and cache on your default mobile browser (Safari/Chrome), as the app uses browser webviews for authentication tokens.",,200110,account_access,True,SECURITY_RISK,TRAIN
200112,user_10056,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares love the new Wrapped statistics! Best feature of the year by far ❤️,200113,,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200113,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"We're really sorry to hear you're frustrated. If there's a specific issue or bug you're experiencing, let us know and we'd love to help troubleshoot.",,200112,chitchat_feedback_venting,True,HIGH_CHURN_RISK,TRAIN
200114,user_10057,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares playback keeps skipping tracks continuously without playing anything on iPad Pro!,200115,,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200115,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,Thanks for reporting! Try disabling 'Hardware Acceleration' in Spotify Settings > Show Advanced Settings. Then restart the app and see if the audio clears up.,,200114,playback_audio_bugs,False,STANDARD_TROUBLESHOOTING,TRAIN
200116,user_10058,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares I canceled Premium two weeks ago and I was still billed today. Fix this immediately.,200117,,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200117,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,We understand your concern! Please DM us your account username and receipt date so a billing specialist can review your cancellation timestamp and process your refund.,,200116,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200118,user_10059,True,Wed Nov 08 12:00:00 +0000 2023,@SpotifyCares trying to add my family member to our Spotify Family Plan but it says her address doesn't match.,200119,,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
200119,SpotifyCares,False,Wed Nov 08 12:05:00 +0000 2023,"We can look into double charges for you right away. Since this involves billing details, please send us a DM with your account email and the last 4 digits of the card charged.",,200118,subscription_billing,True,FINANCIAL_DISPUTE,TRAIN
